STATE,COUNTY,METRO_NAME,POPESTIMATE2019,LATITUDE,LONGITUDE,METRO_POPULATION,PERCENT_METRO_POPULATION
Alabama,Autauga,Montgomery,55869,32.53952745,-86.64408227,363564,0.154
Alabama,Baldwin,Mobile,223234,30.72774991,-87.72207058,636444,0.351
Alabama,Barbour,Rural,24686,31.868263,-85.3871286,,
Alabama,Bibb,Rural,22394,32.99642064,-87.12511460000000,,
Alabama,Blount,Birmingham,57826,33.98210918,-86.56790593,1023613,0.057
Alabama,Bullock,Rural,10101,32.10030533,-85.71265535,,
Alabama,Butler,Rural,19448,31.75300095,-86.68057478,,
Alabama,Calhoun,Anniston,113605,33.77483727,-85.82630386,113605,1.000
Alabama,Chambers,Rural,33254,32.91360079,-85.39072749,,
Alabama,Cherokee,Rural,26196,34.17805983,-85.60638968,,
Alabama,Chilton,Rural,44428,32.85044126,-86.7173256,,
Alabama,Choctaw,Rural,12589,32.02227341,-88.26564430000000,,
Alabama,Clarke,Rural,23622,31.68099859,-87.83548597,,
Alabama,Clay,Rural,13235,33.26984193,-85.85836077,,
Alabama,Cleburne,Rural,14910,33.67679204,-85.52005899,,
Alabama,Coffee,Rural,52342,31.39932826,-85.98901039,,
Alabama,Colbert,Rural,55241,34.69847452,-87.80168544,,
Alabama,Conecuh,Rural,12067,31.43401703,-86.99320044,,
Alabama,Coosa,Rural,10663,32.93690146,-86.24847739,,
Alabama,Covington,Rural,37049,31.247785400000000,-86.45050893,,
Alabama,Crenshaw,Rural,13772,31.72941803,-86.31593104,,
Alabama,Cullman,Rural,83768,34.13020303,-86.86888037,,
Alabama,Dale,Rural,49172,31.43037123,-85.61095742,,
Alabama,Dallas,Rural,37196,32.32688101,-87.10866710000000,,
Alabama,DeKalb,Rural,71513,34.45946862,-85.80782906,,
Alabama,Elmore,Montgomery,81209,32.59785413,-86.14415284,363564,0.223
Alabama,Escambia,Rural,36633,31.1256789,-87.15918694,,
Alabama,Etowah,Gadsden,102268,34.04567266,-86.04051873,102268,1.000
Alabama,Fayette,Rural,16302,33.72076938,-87.73886638,,
Alabama,Franklin,Rural,31362,34.44235334,-87.84289505,,
Alabama,Geneva,Rural,26271,31.09389027,-85.83572839,,
Alabama,Greene,Rural,8111,32.85504247,-87.95684022,,
Alabama,Hale,Rural,14651,32.76039258,-87.63284988,,
Alabama,Henry,Rural,17205,31.51148016,-85.24267944,,
Alabama,Houston,Dothan,105882,31.15197924,-85.29939599,105882,1.000
Alabama,Jackson,Rural,51626,34.78144169,-85.99750489,,
Alabama,Jefferson,Birmingham,658573,33.55554728,-86.89506300000000,1023613,0.643
Alabama,Lamar,Rural,13805,33.77995024,-88.09668032,,
Alabama,Lauderdale,Rural,92729,34.90171875,-87.65624729,,
Alabama,Lawrence,Rural,32924,34.52041498,-87.31069453,,
Alabama,Lee,Auburn-Opelika,164542,32.60154883,-85.35132246,164542,1.000
Alabama,Limestone,Huntsville,98915,34.81185586,-86.98310072,471824,0.210
Alabama,Lowndes,Rural,9726,32.1597283,-86.65158371,,
Alabama,Macon,Rural,18068,32.38759944,-85.69267724,,
Alabama,Madison,Huntsville,372909,34.76327133,-86.55069633,471824,0.790
Alabama,Marengo,Rural,18863,32.24767634,-87.78796182,,
Alabama,Marion,Rural,29709,34.13697363,-87.88704173,,
Alabama,Marshall,Rural,96774,34.36975964,-86.30486727,,
Alabama,Mobile,Mobile,413210,30.78472347,-88.20842409,636444,0.649
Alabama,Monroe,Rural,20733,31.56729412,-87.36995001,,
Alabama,Montgomery,Montgomery,226486,32.2206831,-86.20969272,363564,0.623
Alabama,Morgan,Rural,119679,34.45500589,-86.85475946,,
Alabama,Perry,Rural,8923,32.64048341,-87.29770589,,
Alabama,Pickens,Rural,19930,33.28094866,-88.08818103,,
Alabama,Pike,Rural,33114,31.80396383,-85.9408295,,
Alabama,Randolph,Rural,22722,33.29526734,-85.45708831,,
Alabama,Russell,Columbus/GA,57961,32.28725256,-85.18415324,253730,0.228
Alabama,Shelby,Birmingham,217702,33.26879845,-86.66232561,1023613,0.213
Alabama,St. Clair,Birmingham,89512,33.71902176,-86.31029372,1023613,0.087
Alabama,Sumter,Rural,12427,32.59117397,-88.19916205,,
Alabama,Talladega,Rural,79978,33.37823223,-86.16886178,,
Alabama,Tallapoosa,Rural,40367,32.86698258,-85.79833053,,
Alabama,Tuscaloosa,Tuscaloosa,209355,33.28726072,-87.52556818,209355,1.000
Alabama,Walker,Rural,63521,33.80270512,-87.30027177,,
Alabama,Washington,Rural,16326,31.4092794,-88.20689944,,
Alabama,Wilcox,Rural,10373,31.98773215,-87.30891118,,
Alabama,Winston,Rural,23629,34.15030532,-87.37325922,,
Alaska,Aleutians East,Rural,3337,55.32222414,-161.9722021,,
Alaska,Aleutians West,Rural,5634,52.72541116,-110.4086433,,
Alaska,Anchorage,Anchorage,288000,61.14998174,-149.14269860000000,288000,1.000
Alaska,Bethel,Rural,18386,60.90980451,-159.8561831,,
Alaska,Bristol Bay,Rural,836,58.74513976,-156.701064,,
Alaska,Denali,Rural,2097,63.67264044,-150.0076108,,
Alaska,Dillingham,Rural,4916,59.79603738,-158.23819420000000,,
Alaska,Fairbanks North Star,Rural,96849,64.80726247,-146.5692662,,
Alaska,Haines,Rural,2530,59.09893571,-135.4679843,,
Alaska,Hoonah-Angoon,Rural,2148,58.29307365,-135.64244240000000,,
Alaska,Juneau,Rural,31974,58.45031811,-134.200436,,
Alaska,Kenai Peninsula,Rural,58708,60.24429722,-151.53888840000000,,
Alaska,Ketchikan Gateway,Rural,13901,55.57445008,-130.975561,,
Alaska,Kodiak Island,Rural,12998,57.65529415,-153.7493579,,
Alaska,Kusilvak,Rural,8314,62.15429160000000,-163.39678830000000,,
Alaska,Lake and Peninsula,Rural,1592,58.62403337,-156.21405890000000,,
Alaska,Matanuska-Susitna,Rural,108317,62.31305045,-149.5741743,,
Alaska,Nome,Rural,10004,64.90320724,-164.0353804,,
Alaska,North Slope,Rural,9832,69.31479216,-153.4836093,,
Alaska,Northwest Arctic,Rural,7621,67.04919196,-159.7503946,,
Alaska,Petersburg,Rural,3266,57.13978948,-132.9540995,,
Alaska,Prince of Wales-Hyder,Rural,6203,55.76261984,-133.0511621,,
Alaska,Sitka,Rural,8493,57.24124555,-135.3206587,,
Alaska,Skagway,Rural,1183,59.56149996,-135.33377480000000,,
Alaska,Southeast Fairbanks,Rural,6893,63.87692095,-143.2127643,,
Alaska,Valdez-Cordova,Rural,9202,61.47502768,-144.7126799,,
Alaska,Wrangell,Rural,2502,56.3202004,-132.05837310000000,,
Alaska,Yakutat,Rural,579,59.890980800000000,-140.36014510000000,,
Alaska,Yukon-Koyukuk,Rural,5230,65.50815459,-151.39073870000000,,
Arizona,Apache,Rural,71887,35.39465006,-109.4892383,,
Arizona,Cochise,Rural,125922,31.87934684,-109.7516088,,
Arizona,Coconino,Flagstaff,143476,35.83883429,-111.77071780000000,143476,1.000
Arizona,Gila,Rural,54018,33.80190085,-110.8132779,,
Arizona,Graham,Rural,38837,32.93166885,-109.8882178,,
Arizona,Greenlee,Rural,9498,33.21498827,-109.2405279,,
Arizona,La Paz,Rural,21108,33.72854224,-113.98100290000000,,
Arizona,Maricopa,Phoenix-Mesa,4485414,33.34835867,-112.49181540000000,5183302,0.865
Arizona,Mohave,Las Vegas,212181,35.70471703,-113.7577902,2478896,0.086
Arizona,Navajo,Rural,110924,35.3997715,-110.3218983,,
Arizona,Pima,Tucson,1047279,32.0971334,-111.7890033,1047279,1.000
Arizona,Pinal,Phoenix-Mesa,462789,32.90525627,-111.3449483,5183302,0.089
Arizona,Santa Cruz,Rural,46498,31.52508998,-110.8479088,,
Arizona,Yavapai,Phoenix-Mesa,235099,34.59933926,-112.5538588,5183302,0.045
Arizona,Yuma,Yuma,213787,32.76895712,-113.90666740000000,213787,1.000
Arkansas,Ashley,Rural,19657,33.19153461,-91.76984710000000,,
Arkansas,Baxter,Rural,41932,36.28784385,-92.33782872,,
Arkansas,Benton,Fayetteville-Springdale,279141,36.33644656,-94.25680817,518328,0.539
Arkansas,Boone,Rural,37432,36.3084504,-93.09374925,,
Arkansas,Bradley,Rural,10763,33.46755808,-92.15980837,,
Arkansas,Calhoun,Rural,5189,33.55598792,-92.49974403,,
Arkansas,Carroll,Rural,28380,36.34038560000000,-93.54270261,,
Arkansas,Chicot,Rural,10118,33.26458973,-91.29539209,,
Arkansas,Clark,Rural,22320,34.04613432,-93.17484713,,
Arkansas,Clay,Rural,14551,36.36826212,-90.4148172,,
Arkansas,Cleburne,Rural,24919,35.53864922,-92.02640019,,
Arkansas,Cleveland,Rural,7956,33.89723187,-92.18537045,,
Arkansas,Columbia,Rural,23457,33.21230701,-93.22642793,,
Arkansas,Conway,Rural,20846,35.26205537,-92.70506566,,
Arkansas,Craighead,Jonesboro,110332,35.83018283,-90.63235729,110332,1.000
Arkansas,Crawford,Fort Smith,63257,35.58928601,-94.2446814,191084,0.331
Arkansas,Crittenden,Rural,47955,35.21247318,-90.30839406,,
Arkansas,Cross,Rural,16419,35.29631396,-90.77185818,,
Arkansas,Dallas,Rural,7009,33.97042763,-92.65167437,,
Arkansas,Desha,Rural,11361,33.83011025,-91.25500948,,
Arkansas,Drew,Rural,18219,33.59035001,-91.71777921,,
Arkansas,Faulkner,Little Rock-North Little Rock,126007,35.14719007,-92.33717519,640355,0.197
Arkansas,Franklin,Rural,17715,35.51202821,-93.89299569,,
Arkansas,Fulton,Rural,12477,36.38177105,-91.81729127,,
Arkansas,Garland,Rural,99386,34.57692074,-93.14921604,,
Arkansas,Grant,Rural,18265,34.29017991,-92.42320562,,
Arkansas,Greene,Rural,45325,36.11735460000000,-90.55832668,,
Arkansas,Hempstead,Rural,21532,33.73325583,-93.66935133,,
Arkansas,Hot Spring,Rural,33771,34.31709259,-92.95396325,,
Arkansas,Howard,Rural,13202,34.09007427,-93.9934871,,
Arkansas,Independence,Rural,37825,35.74242707,-91.57001641,,
Arkansas,Izard,Rural,13629,36.09604046,-91.90847954,,
Arkansas,Jackson,Rural,16719,35.59802983,-91.21494602,,
Arkansas,Jefferson,Pine Bluff,66824,34.26767081,-91.92619839,66824,1.000
Arkansas,Johnson,Rural,26578,35.56759135,-93.46036368,,
Arkansas,Lafayette,Rural,6624,33.24116713,-93.60677071,,
Arkansas,Lawrence,Rural,16406,36.04188196,-91.10867198,,
Arkansas,Lee,Rural,8857,34.78498904,-90.78383866,,
Arkansas,Lincoln,Rural,13024,33.95317155,-91.74002806,,
Arkansas,Little River,Rural,12259,33.70375665,-94.23468591,,
Arkansas,Logan,Rural,21466,35.21413234,-93.71951016,,
Arkansas,Lonoke,Rural,73309,34.75392199,-91.88742357,,
Arkansas,Madison,Rural,16576,36.01038185,-93.72524943,,
Arkansas,Marion,Rural,16694,36.26844485,-92.68451899,,
Arkansas,Miller,Rural,43257,33.31403423,-93.89285258,,
Arkansas,Mississippi,Rural,40651,35.76271485,-90.05194370000000,,
Arkansas,Monroe,Rural,6701,34.6815935,-91.20540287,,
Arkansas,Montgomery,Rural,8986,34.53704874,-93.65824478,,
Arkansas,Nevada,Rural,8252,33.66340119,-93.30632432,,
Arkansas,Newton,Rural,7753,35.91947491,-93.21612969,,
Arkansas,Ouachita,Rural,23382,33.58839816,-92.87795984,,
Arkansas,Perry,Rural,10455,34.945915300000000,-92.94372564,,
Arkansas,Phillips,Rural,17782,34.43268455,-90.84800154,,
Arkansas,Pike,Rural,10718,34.16250414,-93.65789349,,
Arkansas,Poinsett,Rural,23528,35.57433534,-90.66268713,,
Arkansas,Polk,Rural,19964,34.48254879,-94.22728802,,
Arkansas,Pope,Rural,64072,35.44871474,-93.03212219,,
Arkansas,Prairie,Rural,8062,34.83624419,-91.55162157,,
Arkansas,Pulaski,Little Rock-North Little Rock,391911,34.77054088,-92.31355101,640355,0.612
Arkansas,Randolph,Rural,17958,36.3415714,-91.02455531,,
Arkansas,Saline,Little Rock-North Little Rock,122437,34.64916145,-92.67583224,640355,0.191
Arkansas,Scott,Rural,10281,34.85588887,-94.0632176,,
Arkansas,Searcy,Rural,7881,35.9109364,-92.69936482,,
Arkansas,Sebastian,Fort Smith,127827,35.19605503,-94.27162713,191084,0.669
Arkansas,Sevier,Rural,17007,33.99780401,-94.2424869,,
Arkansas,Sharp,Rural,17442,36.16258158,-91.47819342,,
Arkansas,St. Francis,Rural,24994,35.02201976,-90.74828138,,
Arkansas,Stone,Rural,12506,35.86251946,-92.15684085,,
Arkansas,Union,Rural,38682,33.16887091,-92.59746952,,
Arkansas,Van Buren,Rural,16545,35.58095779,-92.51295036,,
Arkansas,Washington,Fayetteville-Springdale,239187,35.976844,-94.21800746,518328,0.462
Arkansas,White,Rural,78753,35.25688493,-91.74908296,,
Arkansas,Woodruff,Rural,6320,35.18902527,-91.2439489,,
Arkansas,Yell,Rural,21341,35.00292371,-93.41171338,,
California,Alameda,Oakland,1671329,37.64629437,-121.8929271,2824855,0.592
California,Alpine,Rural,1129,38.59678594,-119.82235940000000,,
California,Amador,Rural,39752,38.44583082,-120.65696000000000,,
California,Butte,Chico,219186,39.66727762,-121.6005252,219186,1.000
California,Calaveras,Rural,45905,38.20537103,-120.55291300000000,,
California,Colusa,Rural,21547,39.17881957,-122.2331726,,
California,Contra Costa,Oakland,1153526,37.91923498,-121.9289527,2824855,0.408
California,Del Norte,Rural,27812,41.74228275,-123.89740630000000,,
California,El Dorado,Sacramento,192843,38.77965956,-120.5233166,2143230,0.090
California,Fresno,Fresno,999101,36.75733899,-119.6466953,1156428,0.864
California,Glenn,Rural,28393,39.59875897,-122.3938452,,
California,Humboldt,Rural,135558,40.69923009,-123.876044,,
California,Imperial,Rural,181215,33.0393082,-115.36690420000000,,
California,Inyo,Rural,18039,36.51112084,-117.41119780000000,,
California,Kern,Bakersfield,900202,35.34329425,-118.72777960000000,900202,1.000
California,Kings,Rural,152940,36.07409056,-119.8159973,,
California,Lake,Rural,64386,39.10124298,-122.75362440000000,,
California,Lassen,Rural,30573,40.67311306,-120.59350990000000,,
California,Los Angeles,Los Angeles,10039107,34.30828379,-118.22824110000000,10039107,1.000
California,Madera,Fresno,157327,37.21513971,-119.76655890000000,1156428,0.136
California,Marin,San Francisco,258826,38.07122463,-122.72106310000000,1906948,0.136
California,Mariposa,Rural,17203,37.57978556,-119.9073334,,
California,Mendocino,Rural,86749,39.4381191,-123.39113130000000,,
California,Merced,Merced,277680,37.18922369,-120.72090350000000,277680,1.000
California,Modoc,Rural,8841,41.58965602,-120.7244817,,
California,Mono,Rural,14444,37.93899289,-118.8872409,,
California,Monterey,Salinas-Sea Side-Monterey,434061,36.21862405,-121.24133970000000,434061,1.000
California,Napa,Vallejo-Fairfield-Napa,137744,38.50735751,-122.33283900000000,585387,0.235
California,Nevada,Rural,99755,39.30394768,-120.76272810000000,,
California,Orange,Orange County,3175692,33.70147516,-117.76459980000000,3175692,1.000
California,Placer,Sacramento,398329,39.06167234,-120.72405690000000,2143230,0.186
California,Plumas,Rural,18807,40.00355989,-120.8395236,,
California,Riverside,Riverside-San Bernadino,2470546,33.74314981,-115.9933578,4650631,0.531
California,Sacramento,Sacramento,1552058,38.45106826,-121.34253740000000,2143230,0.724
California,San Benito,Rural,62808,36.60308176,-121.069975,,
California,San Bernardino,Riverside-San Bernadino,2180085,34.84060306,-116.1774685,4650631,0.469
California,San Diego,San Diego,3338330,33.03484597,-116.73653260000000,3338330,1.000
California,San Francisco,San Francisco,881549,37.75215114,-122.43856720000000,1906948,0.462
California,San Joaquin,Stockton,762148,37.93433732,-121.2730061,762148,1.000
California,San Luis Obispo,San Luis Obispo-Atascadero-Paso Robles,283111,35.38822029,-120.4039028,283111,1.000
California,San Mateo,San Francisco,766573,37.422880800000000,-122.32755460000000,1906948,0.402
California,Santa Barbara,Santa Barbara-San Maria-Lompac,446499,34.65329488,-120.0188492,446499,1.000
California,Santa Clara,San Jose,1927852,37.23104908,-121.6970462,1927852,1.000
California,Santa Cruz,Santa Cruz,273213,37.05580291,-122.0066524,273213,1.000
California,Shasta,Redding,180080,40.76391419,-122.0396884,180080,1.000
California,Sierra,Rural,3005,39.57713498,-120.52007010000000,,
California,Siskiyou,Rural,43539,41.59198861,-122.54074340000000,,
California,Solano,Vallejo-Fairfield-Napa,447643,38.26827353,-121.9357113,585387,0.765
California,Sonoma,Santa Rosa-Petaluma,494336,38.52746429,-122.88625060000000,494336,1.000
California,Stanislaus,Modesto,550660,37.55862499,-120.9970722,550660,1.000
California,Sutter,Yuba City,96971,39.03417539,-121.6945899,175639,0.552
California,Tehama,Rural,65084,40.12570935,-122.23701710000000,,
California,Trinity,Rural,12285,40.64917670000000,-123.114713,,
California,Tulare,Visalia-Tulare-Porterville,466195,36.22026558,-118.8020203,466195,1.000
California,Tuolumne,Rural,54478,38.02644018,-119.95250930000000,,
California,Ventura,Ventura-Oxnard,846006,34.44465746,-119.09106130000000,846006,1.000
California,Yolo,Yolo,220500,38.68278902,-121.90182880000000,220500,1.000
California,Yuba,Yuba City,78668,39.26255932,-121.35356440000000,175639,0.448
Colorado,Adams,Denver,517421,39.87432092,-104.3362578,2835257,0.183
Colorado,Alamosa,Rural,16233,37.57250606,-105.7885451,,
Colorado,Arapahoe,Denver,656590,39.64977461,-104.3353617,2835257,0.232
Colorado,Archuleta,Rural,14029,37.19474156,-107.04768670000000,,
Colorado,Baca,Rural,3581,37.31940883,-102.5603223,,
Colorado,Bent,Rural,5577,37.95474293,-103.0720195,,
Colorado,Boulder,Boulder-Longmont,326196,40.09313619,-105.3546767,326196,1.000
Colorado,Broomfield,Rural,70465,39.95998787,-105.0566324,,
Colorado,Chaffee,Rural,20356,38.74745778,-106.19265730000000,,
Colorado,Cheyenne,Rural,1831,38.82777431,-102.6032558,,
Colorado,Clear Creek,Rural,9700,39.68864463,-105.6463118,,
Colorado,Conejos,Rural,8205,37.201606,-106.19174880000000,,
Colorado,Costilla,Rural,3887,37.27732493,-105.4276548,,
Colorado,Crowley,Rural,6061,38.32608609,-103.7844965,,
Colorado,Custer,Rural,5068,38.10883162,-105.3683478,,
Colorado,Delta,Rural,31162,38.86246243,-107.86313420000000,,
Colorado,Denver,Denver,727211,39.76018276,-104.87256950000000,2835257,0.257
Colorado,Dolores,Rural,2055,37.75208676,-108.5211585,,
Colorado,Douglas,Denver,351154,39.33133796,-104.930001,2835257,0.124
Colorado,Eagle,Rural,55127,39.62754308,-106.6933637,,
Colorado,El Paso,Colorado Springs,720403,38.83240149,-104.5251411,720403,1.000
Colorado,Elbert,Rural,26729,39.28656773,-104.13587210000000,,
Colorado,Fremont,Rural,47839,38.47362326,-105.43996670000000,,
Colorado,Garfield,Rural,60061,39.59921777,-107.902708,,
Colorado,Gilpin,Rural,6243,39.85646523,-105.5252597,,
Colorado,Grand,Rural,15734,40.10603347,-106.11780420000000,,
Colorado,Gunnison,Rural,17462,38.66611652,-107.0320729,,
Colorado,Hinsdale,Rural,820,37.82247444,-107.3004345,,
Colorado,Huerfano,Rural,6897,37.68473101,-104.9612585,,
Colorado,Jackson,Rural,1392,40.66593870000000,-106.3408905,,
Colorado,Jefferson,Denver,582881,39.58635604,-105.2517692,2835257,0.206
Colorado,Kiowa,Rural,1406,38.43260896,-102.7392145,,
Colorado,Kit Carson,Rural,7097,39.30497777,-102.60221990000000,,
Colorado,La Plata,Rural,56221,37.28632032,-107.8429014,,
Colorado,Lake,Rural,8127,39.20278823,-106.35556970000000,,
Colorado,Larimer,Fort Collin-Loveland,356899,40.66671597,-105.4625784,356899,1.000
Colorado,Las Animas,Rural,14506,37.3153406,-104.03764580000000,,
Colorado,Lincoln,Rural,5701,38.98749519,-103.51366490000000,,
Colorado,Logan,Rural,22409,40.7249637,-103.110817,,
Colorado,Mesa,Grand Junction,154210,39.01787888,-108.469799,154210,1.000
Colorado,Mineral,Rural,769,37.66954283,-106.92816980000000,,
Colorado,Moffat,Rural,13283,40.61810999,-108.2070876,,
Colorado,Montezuma,Rural,26183,37.33859579,-108.59588570000000,,
Colorado,Montrose,Rural,42758,38.40214114,-108.26390220000000,,
Colorado,Morgan,Rural,29068,40.26279810000000,-103.8093302,,
Colorado,Otero,Rural,18278,37.9014485,-103.7173385,,
Colorado,Ouray,Rural,4952,38.14717457,-107.7675136,,
Colorado,Park,Rural,18845,39.120926000000000,-105.7182065,,
Colorado,Phillips,Rural,4265,40.59414277,-102.3577703,,
Colorado,Pitkin,Rural,17767,39.21720112,-106.9310027,,
Colorado,Prowers,Rural,12172,37.95544985,-102.3926052,,
Colorado,Pueblo,Pueblo,168424,38.17359144,-104.5127437,168424,1.000
Colorado,Rio Blanco,Rural,6324,39.97913541,-108.2179009,,
Colorado,Rio Grande,Rural,11267,37.5836865,-106.3847838,,
Colorado,Routt,Rural,25638,40.48596505,-106.9905548,,
Colorado,Saguache,Rural,6824,38.08054629,-106.28246600000000,,
Colorado,San Juan,Rural,728,37.76248981,-107.67632890000000,,
Colorado,San Miguel,Rural,8179,38.00450883,-108.4020725,,
Colorado,Sedgwick,Rural,2248,40.87595412,-102.3519227,,
Colorado,Summit,Rural,31011,39.63803232,-106.1150762,,
Colorado,Teller,Rural,25388,38.88133511,-105.16148930000000,,
Colorado,Washington,Rural,4908,39.97015535,-103.202587,,
Colorado,Weld,Greeley,324492,40.55499405,-104.39296210000000,324492,1.000
Colorado,Yuma,Rural,10019,40.00346839,-102.4258673,,
Connecticut,Fairfield,Bridgeport-Danbury-Stamford,943332,41.26809896,-73.3881171,943332,1.000
Connecticut,Hartford,Hartford,891720,41.80283011,-72.73103891,1385210,0.644
Connecticut,Litchfield,Hartford,180333,41.7937534,-73.2451475,1385210,0.130
Connecticut,Middlesex,Hartford,162436,41.45949668,-72.53714864,1385210,0.117
Connecticut,New Haven,New Haven-Meriden,854757,41.408032500000000,-72.93620426,854757,1.000
Connecticut,New London,New London-Norwich,265206,41.48896435,-72.10430976,265206,1.000
Connecticut,Tolland,Hartford,150721,41.85853803,-72.3308481,1385210,0.109
Connecticut,Windham,Worcester,116782,41.82972709,-71.98182316,1413776,0.083
Delaware,Kent,Dover,180786,39.08646628,-75.56884914,180786,1.000
Delaware,New Castle,Wilmington,558753,39.57992638,-75.64054974,661608,0.845
Delaware,Sussex,Georgetown,234225,38.66143781,-75.39031349,234225,1.000
Florida,Alachua,Gainesville,269043,29.67866525,-82.35928158,269043,1.000
Florida,Baker,Rural,29210,30.33060121,-82.28467476,,
Florida,Bay,Panama City,174705,30.26548745,-85.62122584,174705,1.000
Florida,Bradford,Rural,28201,29.95079741,-82.16611613,,
Florida,Brevard,Melbourn-Titusville,601942,28.29409504,-80.73091022,601942,1.000
Florida,Broward,Fort Lauderdale-Hollywood-Pompano Beach,1952778,26.15184651,-80.48725556,1952778,1.000
Florida,Calhoun,Rural,14105,30.40666734,-85.19394153,,
Florida,Charlotte,Punta Gorda,188910,26.90131002,-81.92949121,188910,1.000
Florida,Citrus,Rural,149657,28.84804315,-82.47614748,,
Florida,Clay,Jacksonville,219252,29.98319144,-81.85609986,1530304,0.143
Florida,Collier,Naples,384902,26.11091986,-81.34687065,384902,1.000
Florida,Columbia,Rural,71686,30.22509788,-82.62160164,,
Florida,DeSoto,Rural,38001,27.18677893,-81.80941373,,
Florida,Dixie,Rural,16826,29.60631086,-83.15724673,,
Florida,Duval,Jacksonville,957755,30.33225875,-81.66976468,1530304,0.626
Florida,Escambia,Pensacola,318316,30.67652764,-87.37284571,502629,0.633
Florida,Flagler,Daytona Beach,115081,29.45933576,-81.31508595,668365,0.172
Florida,Franklin,Rural,12125,29.83791238,-84.82731662,,
Florida,Gadsden,Rural,45660,30.57796289,-84.61915825,,
Florida,Gilchrist,Rural,18582,29.72856978,-82.79880657,,
Florida,Glades,Rural,13811,26.95635849,-81.18996211,,
Florida,Gulf,Rural,13639,29.93543004,-85.24270990000000,,
Florida,Hamilton,Rural,14428,30.49673973,-82.94998918,,
Florida,Hardee,Rural,26937,27.49293939,-81.80956574,,
Florida,Hendry,Rural,42022,26.55386945,-81.16469006,,
Florida,Hernando,Tampa-St. Petersburg-Clearwater,193920,28.55364461,-82.42700204,3194831,0.061
Florida,Highlands,Rural,106221,27.34254618,-81.34071957,,
Florida,Hillsborough,Tampa-St. Petersburg-Clearwater,1471968,27.9276559,-82.32013172,3194831,0.461
Florida,Holmes,Rural,19617,30.86747479,-85.81319222,,
Florida,Indian River,Rural,159923,27.69308961,-80.60556721,,
Florida,Jackson,Rural,46414,30.795459700000000,-85.21500423,,
Florida,Jefferson,Rural,14246,30.43669112,-83.89442308,,
Florida,Lafayette,Rural,8422,29.98484137,-83.18166636,,
Florida,Lake,Orlando,367118,28.76202069,-81.7125123,2608147,0.141
Florida,Lee,Fort Myers,770577,26.58410348,-81.88399313,770577,1.000
Florida,Leon,Tallahassee,293582,30.45955727,-84.27491114,293582,1.000
Florida,Levy,Rural,41503,29.31829741,-82.74007147,,
Florida,Liberty,Rural,8354,30.23766008,-84.8829258,,
Florida,Madison,Rural,18493,30.44396917,-83.47398594,,
Florida,Manatee,Sarasota,403253,27.47196942,-82.31831044,836995,0.482
Florida,Marion,Ocala,365579,29.21227113,-82.05803627,365579,1.000
Florida,Martin,Fort Piece,161000,27.0772071,-80.43109784,489297,0.329
Florida,Miami-Dade,Miami,2716940,25.6112362,-80.55170587,2716940,1.000
Florida,Monroe,Rural,74228,25.20904673,-81.07812416,,
Florida,Nassau,Jacksonville,88625,30.61037141,-81.80297522,1530304,0.058
Florida,Okaloosa,Fort Walton Beach,210738,30.69143028,-86.59267105,210738,1.000
Florida,Okeechobee,Rural,42168,27.386336200000000,-80.88944347,,
Florida,Orange,Orlando,1393452,28.51367621,-81.31799498,2608147,0.534
Florida,Osceola,Orlando,375751,28.06312234,-81.14882926,2608147,0.144
Florida,Palm Beach,West Palm Beach-Boca Raton,1496770,26.64676272,-80.46536002,1496770,1.000
Florida,Pasco,Tampa-St. Petersburg-Clearwater,553947,28.30810945,-82.40227529,3194831,0.173
Florida,Pinellas,Tampa-St. Petersburg-Clearwater,974996,27.93130349,-82.72239666,3194831,0.305
Florida,Polk,Lakeland-Winter Haven,724777,27.95027105,-81.69732947,724777,1.000
Florida,Putnam,Rural,74521,29.60779729,-81.74230285,,
Florida,Santa Rosa,Pensacola,184313,30.69341450000000,-87.02458128,502629,0.367
Florida,Sarasota,Sarasota,433742,27.18546175,-82.33174248,836995,0.518
Florida,Seminole,Orlando,471826,28.7158582,-81.24060348,2608147,0.181
Florida,St. Johns,Jacksonville,264672,29.90096506,-81.43589967,1530304,0.173
Florida,St. Lucie,Fort Piece,328297,27.37763908,-80.47106649,489297,0.671
Florida,Sumter,Rural,132420,28.70181754,-82.0794267,,
Florida,Suwannee,Rural,44417,30.19746066,-82.99099670000000,,
Florida,Taylor,Rural,21569,30.04848048,-83.60445406,,
Florida,Union,Rural,15237,30.04412971,-82.37497443,,
Florida,Volusia,Daytona Beach,553284,29.05858895,-81.18263252,668365,0.828
Florida,Wakulla,Rural,33739,30.16548905,-84.39895211,,
Florida,Walton,Rural,74071,30.64204028,-86.16935664,,
Florida,Washington,Rural,25473,30.61359259,-85.66002461,,
Georgia,Appling,Rural,18386,31.74847232,-82.28909114,,
Georgia,Atkinson,Rural,8165,31.29633502,-82.87545866,,
Georgia,Bacon,Rural,11164,31.55456473,-82.45936528,,
Georgia,Baker,Rural,3038,31.32669878,-84.44218806,,
Georgia,Baldwin,Rural,44890,33.06882326,-83.24701748,,
Georgia,Banks,Rural,19234,34.35607081,-83.49644388,,
Georgia,Barrow,Rural,83240,33.99148694,-83.71436292,,
Georgia,Bartow,Rural,107738,34.23732119,-84.83887523,,
Georgia,Ben Hill,Rural,16700,31.76095874,-83.22145359,,
